epoch,train_loss,train_accuracy,train_error,test_loss,test_accuracy,test_error
37,1.020889,0.649550,0.350450,3.642811,0.092500,0.907500
38,0.843084,0.716050,0.283950,3.859807,0.091500,0.908500
39,0.718865,0.754600,0.245400,4.110269,0.094750,0.905250
40,0.581461,0.805100,0.194900,4.286563,0.084000,0.916000
41,0.506280,0.828550,0.171450,4.453855,0.095750,0.904250
42,0.421118,0.858150,0.141850,4.540746,0.103250,0.896750
43,0.368198,0.876050,0.123950,4.849399,0.093250,0.906750
44,0.343470,0.882700,0.117300,4.917782,0.089750,0.910250
45,0.301032,0.897050,0.102950,4.948200,0.097500,0.902500
46,0.267173,0.909150,0.090850,5.105528,0.093750,0.906250
47,0.229588,0.921800,0.078200,5.352714,0.087750,0.912250
48,0.224671,0.924500,0.075500,5.399922,0.096500,0.903500
49,0.199131,0.934100,0.065900,5.439917,0.092000,0.908000
50,0.170851,0.942300,0.057700,5.687923,0.093250,0.906750
51,0.158379,0.947600,0.052400,5.833229,0.094500,0.905500
52,0.149823,0.950000,0.050000,5.947912,0.096250,0.903750
53,0.135866,0.955400,0.044600,5.900156,0.097750,0.902250
54,0.139992,0.952500,0.047500,6.033101,0.093750,0.906250
55,0.126970,0.956500,0.043500,6.107253,0.102000,0.898000
56,0.126278,0.957200,0.042800,5.954547,0.095000,0.905000
57,0.126513,0.956650,0.043350,6.338551,0.098000,0.902000
58,0.115436,0.961900,0.038100,6.179707,0.098250,0.901750
59,0.109966,0.962850,0.037150,6.331250,0.099000,0.901000
60,0.110165,0.963500,0.036500,6.402743,0.096250,0.903750
61,0.102261,0.966550,0.033450,6.391583,0.092000,0.908000
62,0.116090,0.960150,0.039850,6.289819,0.102000,0.898000
63,0.094746,0.967900,0.032100,6.391708,0.103500,0.896500
64,0.094037,0.968950,0.031050,6.459223,0.096000,0.904000
65,0.080300,0.973500,0.026500,6.562879,0.095500,0.904500
66,0.101080,0.965450,0.034550,6.751464,0.092500,0.907500
67,0.086273,0.971050,0.028950,6.558004,0.096500,0.903500
68,0.094602,0.968750,0.031250,6.411766,0.099000,0.901000
69,0.074174,0.975550,0.024450,6.477064,0.099250,0.900750
70,0.079474,0.973650,0.026350,6.642050,0.098500,0.901500
71,0.074218,0.974650,0.025350,6.629636,0.093250,0.906750
72,0.080067,0.973300,0.026700,6.804908,0.105500,0.894500
73,0.070387,0.976450,0.023550,6.917182,0.094750,0.905250
74,0.076300,0.975250,0.024750,6.822527,0.096750,0.903250
75,0.072588,0.975900,0.024100,6.815177,0.095750,0.904250
76,0.075608,0.974000,0.026000,6.914963,0.093250,0.906750
77,0.066413,0.977850,0.022150,7.127284,0.097500,0.902500
78,0.069889,0.975900,0.024100,6.911427,0.106250,0.893750
79,0.072834,0.976350,0.023650,7.132687,0.100000,0.900000
80,0.068557,0.976850,0.023150,7.082913,0.091750,0.908250
81,0.066031,0.978350,0.021650,6.967068,0.107500,0.892500
82,0.072982,0.974100,0.025900,7.038534,0.097250,0.902750
83,0.067029,0.977500,0.022500,7.037573,0.091250,0.908750
84,0.069396,0.977200,0.022800,7.239734,0.098750,0.901250
85,0.059160,0.981300,0.018700,7.077182,0.095500,0.904500
86,0.058592,0.980450,0.019550,7.069174,0.102750,0.897250
87,0.072045,0.975900,0.024100,7.173520,0.102000,0.898000
88,0.062665,0.979400,0.020600,7.090797,0.098000,0.902000
89,0.058631,0.981150,0.018850,7.200834,0.091750,0.908250
90,0.066048,0.976800,0.023200,7.211599,0.097750,0.902250
91,0.062075,0.979700,0.020300,7.345956,0.092250,0.907750
92,0.063293,0.979050,0.020950,7.116539,0.101750,0.898250
93,0.067157,0.976400,0.023600,7.278994,0.097750,0.902250
94,0.068913,0.977750,0.022250,7.324993,0.092000,0.908000
95,0.056683,0.980950,0.019050,7.385329,0.097500,0.902500
96,0.057831,0.981150,0.018850,7.248655,0.101750,0.898250
97,0.061057,0.979850,0.020150,7.366166,0.097250,0.902750
98,0.057148,0.981700,0.018300,7.239386,0.096500,0.903500
99,0.051648,0.981900,0.018100,7.330930,0.108250,0.891750
100,0.063296,0.978900,0.021100,7.413951,0.100250,0.899750
